id_cyc_unico,start_time,end_time,lat,lon,time,source,x_pix,y_pix,idorig
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,34.116,11.453,2014-11-06 04:00:00,CL7,566,296,1461
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,34.417,11.641,2014-11-06 05:00:00,CL7,571,288,1461
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,34.688,11.807,2014-11-06 06:00:00,CL7,576,280,1461
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,34.824,11.953,2014-11-06 07:00:00,CL7,580,277,1461
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,34.691,12.106,2014-11-06 08:00:00,CL7,584,280,1461
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,34.334,12.259,2014-11-06 09:00:00,CL7,589,290,1461
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,33.937,12.345,2014-11-06 10:00:00,CL7,592,301,1461
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,33.647,12.362,2014-11-06 11:00:00,CL7,593,309,1461
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,33.571,12.396,2014-11-06 12:00:00,CL7,594,311,1461
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,33.769,12.477,2014-11-06 13:00:00,CL7,597,306,1461
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,34.169,12.573,2014-11-06 14:00:00,CL7,599,295,1461
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,34.635,12.644,2014-11-06 15:00:00,CL7,600,282,1461
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,35.073,12.674,2014-11-06 16:00:00,CL7,601,270,1461
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,35.44,12.668,2014-11-06 17:00:00,CL7,600,260,1461
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,35.725,12.641,2014-11-06 18:00:00,CL7,599,253,1461
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,35.929,12.601,2014-11-06 19:00:00,CL7,597,247,1461
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,36.031,12.533,2014-11-06 20:00:00,CL7,595,244,1461
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,36.027,12.442,2014-11-06 21:00:00,CL7,593,245,1461
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,35.984,12.355,2014-11-06 22:00:00,CL7,590,246,1461
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,35.965,12.289,2014-11-06 23:00:00,CL7,588,246,1461
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,35.985,12.238,2014-11-07 00:00:00,CL7,587,246,1461
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,36.04,12.193,2014-11-07 01:00:00,CL7,585,244,1461
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,36.112,12.162,2014-11-07 02:00:00,CL7,585,242,1461
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,36.181,12.159,2014-11-07 03:00:00,CL7,584,240,1461
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,36.241,12.19,2014-11-07 04:00:00,CL7,585,239,1461
